1	34	52	18	16
1	34	52	34	32
1	34	52	18	16
1	34	52	18	16
1	34	52	18	6
2	0	8	4	8
2	0	8	0	8
2	0	8	2	8
2	0	8	0	4
2	0	8	4	28
3	1	7	1	7
3	1	7	1	7
3	1	7	1	7
3	1	7	1	11
3	1	7	-1	-1
4	2	8	2	8
4	2	8	2	8
4	2	8	22	26
4	2	8	2	8
4	2	8	22	14
5	1	7	1	5
5	1	7	1	7
5	1	7	1	5
5	1	7	1	7
5	1	7	1	5
6	1	35	56	54
6	1	35	9	11
6	1	35	9	3
6	1	35	9	3
6	1	35	11	11
7	4	10	4	8
7	4	10	4	10
7	4	10	4	8
7	4	10	4	8
7	4	10	4	14
8	2	29	2	14
8	2	29	2	4
8	2	29	2	14
8	2	29	2	14
8	2	29	2	16
9	0	31	55	53
9	0	31	44	12
9	0	31	4	16
9	0	31	-1	-1
9	0	31	-1	-1
10	6	13	6	4
10	6	13	6	16
10	6	13	-1	-1
10	6	13	-1	-1
10	6	13	6	4
11	7	14	7	3
11	7	14	7	3
11	7	14	7	3
11	7	14	-1	-1
11	7	14	-1	-1
12	8	13	-1	-1
12	8	13	18	16
12	8	13	18	16
12	8	13	-1	-1
12	8	13	8	16
13	3	34	8	6
13	3	34	8	12
13	3	34	8	6
13	3	34	8	6
13	3	34	3	7
14	12	46	3	7
14	12	46	12	26
14	12	46	12	2
14	12	46	24	26
14	12	46	12	10
15	9	15	9	11
15	9	15	9	7
15	9	15	9	3
15	9	15	9	17
15	9	15	5	3
16	2	8	10	8
16	2	8	2	8
16	2	8	10	8
16	2	8	2	8
16	2	8	10	8
17	3	36	3	9
17	3	36	3	3
17	3	36	3	9
17	3	36	11	9
17	3	36	3	19
18	2	8	-1	-1
18	2	8	2	18
18	2	8	2	8
18	2	8	2	8
18	2	8	2	8
19	19	23	19	23
19	19	23	8	6
19	19	23	8	2
19	19	23	19	17
19	19	23	19	17
20	2	9	2	6
20	2	9	2	6
20	2	9	37	25
20	2	9	-1	-1
20	2	9	2	6
21	1	8	12	8
21	1	8	1	9
21	1	8	1	9
21	1	8	40	6
21	1	8	12	6
22	0	25	12	14
22	0	25	15	21
22	0	25	15	17
22	0	25	15	17
22	0	25	12	14
23	3	12	10	12
23	3	12	10	6
23	3	12	10	2
23	3	12	10	6
23	3	12	10	2
24	3	8	-1	-1
24	3	8	14	8
24	3	8	3	9
24	3	8	7	9
24	3	8	7	9
25	3	37	47	37
25	3	37	47	45
25	3	37	16	18
25	3	37	47	51
25	3	37	6	6
26	1	6	1	3
26	1	6	-1	-1
26	1	6	-1	-1
26	1	6	1	3
26	1	6	1	3
27	4	25	4	12
27	4	25	4	8
27	4	25	4	2
27	4	25	4	16
27	4	25	4	12
28	3	9	3	11
28	3	9	-1	-1
28	3	9	3	9
28	3	9	3	9
28	3	9	3	9
29	0	34	-1	-1
29	0	34	-1	-1
29	0	34	37	35
29	0	34	56	58
29	0	34	37	35
30	12	36	12	10
30	12	36	-1	-1
30	12	36	12	16
30	12	36	-1	-1
30	12	36	12	18
31	5	10	5	3
31	5	10	5	3
31	5	10	5	3
31	5	10	5	3
31	5	10	-1	-1
32	9	14	-1	-1
32	9	14	9	11
32	9	14	9	5
32	9	14	-1	-1
32	9	14	-1	-1
33	0	6	0	6
33	0	6	12	8
33	0	6	12	10
33	0	6	12	10
33	0	6	12	10
34	0	24	0	2
34	0	24	0	2
34	0	24	0	24
34	0	24	-1	-1
34	0	24	5	3
35	103	111	4	8
35	103	111	4	10
35	103	111	4	10
35	103	111	4	54
35	103	111	4	8
36	0	28	0	28
36	0	28	-1	-1
36	0	28	0	14
36	0	28	18	14
36	0	28	0	28
37	1	26	14	10
37	1	26	14	10
37	1	26	1	5
37	1	26	1	5
37	1	26	36	26
38	1	6	22	26
38	1	6	1	11
38	1	6	22	20
38	1	6	1	9
38	1	6	1	13
39	20	48	20	18
39	20	48	20	18
39	20	48	20	18
39	20	48	22	26
39	20	48	20	26
40	1	7	5	7
40	1	7	1	7
40	1	7	1	7
40	1	7	5	7
40	1	7	23	19
41	4	10	-1	-1
41	4	10	4	10
41	4	10	4	16
41	4	10	4	10
41	4	10	4	10
42	1	21	1	3
42	1	21	1	3
42	1	21	23	21
42	1	21	1	3
42	1	21	23	21
43	1	9	1	5
43	1	9	1	9
43	1	9	1	5
43	1	9	1	5
43	1	9	1	5
44	1	22	1	3
44	1	22	5	3
44	1	22	1	3
44	1	22	1	3
44	1	22	1	5
45	3	9	3	9
45	3	9	3	9
45	3	9	20	14
45	3	9	3	9
45	3	9	3	9
46	0	10	0	10
46	0	10	0	10
46	0	10	7	5
46	0	10	0	10
46	0	10	0	8
47	1	5	26	24
